FID,geom,efetivacao,tipo,id,nome,latitude,longitude,uom_ulimit,uom_llimit,upperlimit,lowerlimit
P31mar16.11,"MULTIPOLYGON (((-44.6595 -22.4995, -44.635666667 -22.5025, -44.635833333 -22.5085, -44.659166667 -22.507666667, -44.6595 -22.4995)))",2015-11-12,P,SBP303,SBP 303 ENGENHEIRO PASSOS,-22.50448,-44.64813,FT,FT,1500,0
P31mar16.12,"MULTIPOLYGON (((-43.200500000000005 -22.733833333, -43.2505 -22.750500000000002, -43.283833333000004 -22.733833333, -43.283333333 -22.7005, -43.200500000000005 -22.733833333)))",2011-05-01,P,SBP307,SBP 307 REFINARIA,-22.72828,-43.25224,FT,FT,1000,0
P31mar16.13,"MULTIPOLYGON (((-43.735283333000005 -22.591383333, -43.68055 -22.61195, -43.722216667 -22.682783333, -43.775549999999996 -22.662216667, -43.735283333000005 -22.591383333)))",2015-11-12,P,SBP308,SBP 308 JAPERI,-22.63697,-43.7283,FT,FT,3000,0
P31mar16.14,"MULTIPOLYGON (((-43.15716666699999 -22.7693182864402, -43.156657744742695 -22.769343019533096, -43.1561543977988 -22.7694169478568, -43.1556621404214 -22.7695392615146, -43.1551863654105 -22.7697086205376, -43.15473228504939 -22.7699231695602, -43.1543048740155 -22.770180558140797, -43.1539088148906 -22.7704779665043, -43.153548446867504 -22.770812136426798, -43.1532277182134 -22.7711794069223, -43.1529501430613 -22.771575754368797, -43.1527187626607 -22.771996836451496, -43.1525361125289 -22.772438039985598, -43.152404194179894 -22.7728945311953, -43.152324453412795 -22.773361308791895, -43.1522977644054 -22.7738332587395, -43.152324420113395 -22.7743052102821, -43.1524041290366 -22.774771992593596, -43.152536018388595 -22.7752284914321, -43.152718643637996 -22.775669705175797, -43.15295000435769 -22.7760907996024, -43.1532275658913 -22.776487160987497, -43.1535482875839 -22.776854446407402, -43.1539086556071 -22.7771886315877, -43.1543047216934 -22.7774860548756, -43.15473214634599 -22.7777434573948, -43.1551862463877 -22.777958018761296, -43.1556620462812 -22.778127387993795, -43.156154332655504 -22.778249709280498, -43.156657711443394 -22.7783236423191, -43.15716666699999 -22.7783483770068, -43.157675622556596 -22.7783236423191, -43.1581790013445 -22.778249709280498, -43.158671287718796 -22.778127387993795, -43.1591470876123 -22.777958018761296, -43.159601187654 -22.7777434573948, -43.1600286123066 -22.7774860548756, -43.1604246783929 -22.7771886315877, -43.160785046416095 -22.776854446407402, -43.161105768108705 -22.776487160987497, -43.1613833296423 -22.7760907996024, -43.161614690362 -22.775669705175797, -43.1617973156114 -22.7752284914321, -43.1619292049634 -22.774771992593596, -43.1620089138866 -22.7743052102821, -43.16203556959459 -22.7738332587395, -43.1620088805872 -22.773361308791895, -43.1619291398201 -22.7728945311953, -43.1617972214711 -22.772438039985598, -43.1616145713393 -22.771996836451496, -43.1613831909387 -22.771575754368797, -43.161105615786596 -22.7711794069223, -43.1607848871325 -22.770812136426798, -43.1604245191094 -22.7704779665043, -43.160028459984495 -22.770180558140797, -43.15960104895059 -22.7699231695602, -43.159146968589496 -22.7697086205376, -43.1586711935786 -22.7695392615146, -43.1581789362012 -22.7694169478568, -43.157675589257295 -22.769343019533096, -43.15716666699999 -22.7693182864402)))",2011-01-01,P,SBP319,SBP 319 ILHA BOQUEIRÃO,-22.77383,-43.15717,FT,FT,400,0
P31mar16.15,"MULTIPOLYGON (((-42.715658548 -22.750285452, -42.783833333000004 -22.749980651, -42.783833333000004 -22.687068746, -42.782399039084595 -22.6869633277207, -42.7809653734277 -22.6870051155675, -42.77953296401339 -22.6870747416402, -42.7781024382782 -22.687172175439702, -42.7766744228366 -22.6872973742863, -42.775249543208396 -22.687450283338, -42.7738284235451 -22.687630835614296, -42.772411686358296 -22.687838952025597, -42.77099995224759 -22.688074541407598, -42.7695938396302 -22.6883375005612, -42.7681939644707 -22.6886277142974, -42.76680094001279 -22.6889450554878, -42.765415376511 -22.689289385119498, -42.76403788096519 -22.6896605523566, -42.7626690568548 -22.690058394605103, -42.761309503876 -22.6904827375846, -42.75995981767969 -22.690933395404, -42.7586205896113 -22.6914101706425, -42.757292406453 -22.691912854436197, -42.755975850190495 -22.6924412266178, -42.7546714976643 -22.692995055613, -42.753379920460695 -22.6935740988471, -42.7521016845666 -22.6941781026437, -42.7508373501456 -22.6948068023876, -42.749587471293694 -22.695459922640698, -42.748352595796796 -22.6961371772622, -42.747133264891396 -22.6968382695336, -42.7459300130279 -22.6975628922879, -42.7447433676369 -22.698310728044103, -42.7435738488982 -22.6990814491458, -42.7424219695135 -22.699874717904, -42.741288234482 -22.7006901867448, -42.7401731408791 -22.7015274983609, -42.739077177639196 -22.7023862858682, -42.7380008253408 -22.7032661729656, -42.7369445559969 -22.704166774099303, -42.73590883284749 -22.705087694631597, -42.7348941101565 -22.7060285310132, -42.7339008330132 -22.706988870959297, -42.7329294371363 -22.7079682936299, -42.731980348682995 -22.7089663698138, -42.7310539840624 -22.7099826621159, -42.73015074975179 -22.7110167251487, -42.729271042118896 -22.712068105726797, -42.7284152472473 -22.713136343064697, -42.727583740766796 -22.714220968978996, -42.7267768876882 -22.715321508092398, -42.72599504224279 -22.7164374780417, -42.7252385477265 -22.717568389689102, -42.72450773634829 -22.7187137473356, -42.7238029290843 -22.7198730489383, -42.723124435536 -22.721045786329597, -42.722472553793494 -22.7222314454395, -42.721847570311 -22.7234295065239, -42.7212497597569 -22.7246394443811, -42.72067938490879 -22.725860728590398, -42.720136696570094 -22.727092823755797, -42.7196219333935 -22.728335189714496, -42.7191353218176 -22.7295872817905, -42.7186770759568 -22.730848551029, -42.718247397506396 -22.732118444437, -42.7178464756523 -22.7333964052248, -42.7174744869874 -22.7346818730507, -42.71713159543249 -22.735974284265602, -42.716817952163204 -22.737273072160598, -42.716533695542196 -22.7385776672145, -42.7162789510575 -22.7398874973439, -42.7160538312652 -22.7412019881538, -42.7158584357398 -22.7425205631888, -42.715692851027896 -22.743842644186596, -42.7155571506098 -22.745167651330398, -42.715451394865 -22.7464950035039, -42.715375631044694 -22.747824118545896, -42.715329893249496 -22.749154413505096, -42.715658548 -22.750285452)))",2015-12-10,P,SBP320,SBP 320 ITABORAÍ,-22.72345,-42.75496,FT,GND,4800,0
P31mar16.16,"MULTIPOLYGON (((-43.483333333000004 -22.836666667000003, -43.478888889 -22.842222222, -43.475833333 -22.843611111, -43.485555556 -22.851111111, -43.490277778 -22.847777778, -43.483333333000004 -22.836666667000003)))",2011-01-01,P,SBP331,SBP 331 COMPLEXO BANGU,-22.84452,-43.48363,FT,FT,2000,0
P31mar16.17,"MULTIPOLYGON (((-44.088333333 -19.938333333, -44.088333333 -19.983333333, -44.1 -19.988333333, -44.1 -19.938333333, -44.088333333 -19.938333333)))",2011-01-01,P,SBP340,SBP 340 BETINGAS,-19.9621,-44.09427,FT,FT,1000,0
P31mar16.18,"MULTIPOLYGON (((-47.157777777999996 -22.7, -47.102222222 -22.701944444, -47.098611111000004 -22.772777778, -47.138333333000006 -22.773611111, -47.154722222 -22.754166667, -47.157777777999996 -22.7)))",2015-11-12,P,SBP402,SBP 402 REFINARIA PAULÍNEA,-22.73594,-47.12744,FT,FT,3500,0
P31mar16.19,"MULTIPOLYGON (((-47.59833333299999 -23.348165954204898, -47.597195461988896 -23.348176952635097, -47.5960580895228 -23.3482099431069, -47.594921713929104 -23.3482649111657, -47.5937868331 -23.348341832727098, -47.5926539442747 -23.348440674088202, -47.591523543822895 -23.3485613919418, -47.5903961270274 -23.3487039333951, -47.589272187868296 -23.3488682359935, -47.5881522188071 -23.3490542277472, -47.587036710571496 -23.349261827163097, -47.5859261519412 -23.34949094328, -47.5848210295346 -23.3497414757088, -47.583721827595696 -23.3500133146758, -47.5826290278007 -23.3503063411244, -47.5815431089776 -23.350620426550698, -47.5804645470007 -23.3509554333883, -47.5793938145144 -23.351311214846397, -47.578331380743194 -23.351687615030198, -47.577277711286996 -23.352084469009, -47.576233267917495 -23.3525016028882, -47.5751985083763 -23.352938833885, -47.5741738861748 -23.353395970408798, -47.573159850395996 -23.3538728121444, -47.5721568454982 -23.354369150139895, -47.571165311120204 -23.354884766897598, -47.5701856818898 -23.355419436469397, -47.5692183872327 -23.3559729245554, -47.56826385118539 -23.356544988606, -47.5673224922092 -23.3571353779284, -47.5663947230074 -23.357743833795702, -47.5654809503443 -23.358370089560296, -47.56458157486719 -23.3590138707701, -47.5636969909311 -23.359674895288997, -47.562827586425996 -23.360352873419597, -47.56197374260639 -23.36104750803, -47.5611358339252 -23.3617584946842, -47.560314227868794 -23.3624855217745, -47.5595092847961 -23.363228270658098, -47.558721357781 -23.363986415796198, -47.5579507924569 -23.364759624896898, -47.55719792686529 -23.3655475590596, -47.556463091307606 -23.3663498729241, -47.5557466082 -23.367166214821097, -47.5550487919316 -23.367996226925996, -47.554369948727 -23.3688395454159, -47.5537103765109 -23.3696958006283, -47.553070364777795 -23.370564617222698, -47.5524501944645 -23.3714456143455, -47.55185013782619 -23.3723384057959, -47.55127045831729 -23.373242600195198, -47.5507114104747 -23.3741578011582, -47.5501732398063 -23.375083607466298, -47.5496561826971 -23.3760196132503, -47.5491604662337 -23.376965408135096, -47.548686308281795 -23.3779205774986, -47.54823391705929 -23.378884702511797, -47.547803491504794 -23.379857360513398, -47.54739522077859 -23.380838125026003, -47.54700928437969 -23.381826566025598, -47.5466458520262 -23.382822250112596, -47.546305083579895 -23.3838247407021, -47.5459871289754 -23.3848335982151, -47.5456921281533 -23.385848380270698, -47.5454202109986 -23.386868641880298, -47.5451714972822 -23.387893935642598, -47.544946096607795 -23.388923811939097, -47.5447441083631 -23.3899578191317, -47.5445656216748 -23.390995503760397, -47.544410715369295 -23.392036410741994, -47.54427945793629 -23.393080083569497, -47.5441719074987 -23.394126064512598, -47.5440881117854 -23.395173894817802, -47.5440281081099 -23.3962231149102, -47.5439919233527 -23.397273264594396, -47.543979573948604 -23.398323883256598, -47.5439910658785 -23.399374510066597, -47.54402639466579 -23.4004246841801, -47.54408554537729 -23.4014739449403, -47.544168492629 -23.402521832080698, -47.5442752005958 -23.4035678859263, -47.5444056230268 -23.4046116475961, -47.5445597032641 -23.4056526592037, -47.544737374266894 -23.4066904640586, -47.5449385586401 -23.407724606866797, -47.545163168667095 -23.408754633930197, -47.54541110634729 -23.409780093346296, -47.5456822634385 -23.410800535205997, -47.54597652150299 -23.4118155117917, -47.5462937519591 -23.412824577773602, -47.5466338161365 -23.4138272904051, -47.546996565336 -23.4148232097176, -47.547381840894495 -23.4158118987136, -47.5477894742531 -23.416792923558397, -47.548219287030996 -23.417765853771197, -47.548671091146694 -23.418730262395602, -47.5491446886811 -23.4196857262771, -47.5496398724058 -23.4206318260673, -47.5501564253958 -23.421568146606702, -47.5506941214406 -23.422494276971502, -47.5512527249905 -23.4234098107228, -47.551831991317 -23.4243143460583, -47.552431666608 -23.4252074859947, -47.5530514880781 -23.426088838541798, -47.5536911840841 -23.4269580168755, -47.5543504742432 -23.4278146395073, -47.555029069555594 -23.4286583304524, -47.5557266725315 -23.4294887193948, -47.5564429773207 -23.4303054418503, -47.557177669846595 -23.4311081393269, -47.5579304279441 -23.431896459482296, -47.558700921500396 -23.4326700562789, -47.559488812599895 -23.433428590136398, -47.560293755672 -23.4341717280805, -47.5611153976432 -23.434899143889997, -47.561953378091296 -23.4356105182403, -47.562807329404095 -23.436305538843495, -47.5636768769402 -23.4369839005862, -47.5645616391939 -23.4376453056638, -47.5654612279627 -23.438289463711197, -47.566375248517204 -23.4389160919311, -47.567303299775396 -23.439524915218097, -47.5682449744779 -23.4401156662799, -47.5691998593678 -23.4406880857552, -47.5701675353716 -23.4412419223273, -47.571147577784096 -23.441776932835698, -47.572139556454204 -23.442292882382, -47.57314303597519 -23.442789544434397, -47.5741575758754 -23.4432667009268, -47.575182730812095 -23.443724142355, -47.57621805076779 -23.444161667868798, -47.5772630812478 -23.4445790853611, -47.57831736348059 -23.444976211551403, -47.5793804346196 -23.445352872067797, -47.58045182794649 -23.4457089015226, -47.5815310730775 -23.446044143586, -47.5826176961699 -23.4463584510545, -47.583711220113905 -23.446651685971798, -47.584811164810695 -23.446923719469197, -47.5859170472814 -23.447174432148202, -47.5870283819485 -23.447403713919197, -47.588144680832094 -23.4476114641022, -47.5892654537655 -23.447797591471698, -47.5903902086107 -23.4479620142965, -47.5915184514753 -23.448104660375996, -47.592649686929896 -23.448225467071897, -47.59378341822669 -23.4483243813357, -47.5949191475184 -23.4484013597324, -47.596056376076795 -23.448456368459002, -47.597194604513696 -23.448489383360098, -47.59833333299999 -23.448500389938296, -47.5994720614863 -23.448489383360098, -47.600610289923196 -23.448456368459002, -47.601747518481595 -23.4484013597324, -47.6028832477733 -23.4483243813357, -47.604016979070096 -23.448225467071897, -47.605148214524704 -23.448104660375996, -47.6062764573893 -23.4479620142965, -47.60740121223449 -23.447797591471698, -47.6085219851679 -23.4476114641022, -47.6096382840515 -23.447403713919197, -47.6107496187186 -23.447174432148202, -47.6118555011893 -23.446923719469197, -47.6129554458861 -23.446651685971798, -47.6140489698301 -23.4463584510545, -47.6151355929225 -23.446044143586, -47.6162148380535 -23.4457089015226, -47.6172862313804 -23.445352872067797, -47.61834930251939 -23.444976211551403, -47.6194035847522 -23.4445790853611, -47.62044861523219 -23.444161667868798, -47.6214839351879 -23.443724142355, -47.6225090901246 -23.4432667009268, -47.6235236300248 -23.442789544434397, -47.6245271095458 -23.442292882382, -47.625519088215896 -23.441776932835698, -47.626499130628396 -23.4412419223273, -47.6274668066322 -23.4406880857552, -47.62842169152209 -23.4401156662799, -47.629363366224595 -23.439524915218097, -47.6302914174828 -23.4389160919311, -47.6312054380373 -23.438289463711197, -47.6321050268061 -23.4376453056638, -47.6329897890598 -23.4369839005862, -47.6338593365959 -23.436305538843495, -47.634713287908696 -23.4356105182403, -47.6355512683568 -23.434899143889997, -47.636372910328 -23.4341717280805, -47.6371778534001 -23.433428590136398, -47.6379657444996 -23.4326700562789, -47.63873623805589 -23.431896459482296, -47.639488996153396 -23.4311081393269, -47.6402236886793 -23.4303054418503, -47.6409399934685 -23.4294887193948, -47.6416375964444 -23.4286583304524, -47.642316191756805 -23.4278146395073, -47.642975481915904 -23.4269580168755, -47.643615177921895 -23.426088838541798, -47.644234999392 -23.4252074859947, -47.644834674683 -23.4243143460583, -47.645413941009494 -23.4234098107228, -47.645972544559406 -23.422494276971502, -47.646510240604194 -23.421568146606702, -47.6470267935942 -23.4206318260673, -47.6475219773189 -23.4196857262771, -47.6479955748533 -23.418730262395602, -47.648447378968996 -23.417765853771197, -47.6488771917469 -23.416792923558397, -47.6492848251055 -23.4158118987136, -47.649670100664004 -23.4148232097176, -47.65003284986349 -23.4138272904051, -47.650372914040894 -23.412824577773602, -47.650690144497 -23.4118155117917, -47.650984402561505 -23.410800535205997, -47.6512555596527 -23.409780093346296, -47.6515034973329 -23.408754633930197, -47.6517281073599 -23.407724606866797, -47.6519292917331 -23.4066904640586, -47.6521069627359 -23.4056526592037, -47.652261042973194 -23.4046116475961, -47.6523914654042 -23.4035678859263, -47.65249817337101 -23.402521832080698, -47.65258112062269 -23.4014739449403, -47.65264027133419 -23.4004246841801, -47.6526756001215 -23.399374510066597, -47.6526870920514 -23.398323883256598, -47.6526747426473 -23.397273264594396, -47.65263855789009 -23.3962231149102, -47.6525785542146 -23.395173894817802, -47.6524947585013 -23.394126064512598, -47.6523872080637 -23.393080083569497, -47.652255950630696 -23.392036410741994, -47.65210104432519 -23.390995503760397, -47.6519225576369 -23.3899578191317, -47.651720569392204 -23.388923811939097, -47.651495168717794 -23.387893935642598, -47.6512464550014 -23.386868641880298, -47.65097453784669 -23.385848380270698, -47.650679537024594 -23.3848335982151, -47.650361582420096 -23.3838247407021, -47.650020813973796 -23.382822250112596, -47.6496573816203 -23.381826566025598, -47.649271445221395 -23.380838125026003, -47.6488631744952 -23.379857360513398, -47.6484327489407 -23.378884702511797, -47.6479803577182 -23.3779205774986, -47.647506199766305 -23.376965408135096, -47.64701048330289 -23.3760196132503, -47.6464934261937 -23.375083607466298, -47.6459552555253 -23.3741578011582, -47.6453962076827 -23.373242600195198, -47.6448165281738 -23.3723384057959, -47.6442164715355 -23.3714456143455, -47.643596301222196 -23.370564617222698, -47.6429562894891 -23.3696958006283, -47.642296717273 -23.3688395454159, -47.641617874068395 -23.367996226925996, -47.6409200578 -23.367166214821097, -47.6402035746924 -23.3663498729241, -47.6394687391347 -23.3655475590596, -47.6387158735431 -23.364759624896898, -47.637945308218995 -23.363986415796198, -47.6371573812039 -23.363228270658098, -47.63635243813119 -23.3624855217745, -47.63553083207479 -23.3617584946842, -47.6346929233936 -23.36104750803, -47.633839079573995 -23.360352873419597, -47.6329696750689 -23.359674895288997, -47.632085091132794 -23.3590138707701, -47.6311857156557 -23.358370089560296, -47.6302719429926 -23.357743833795702, -47.62934417379079 -23.3571353779284, -47.6284028148146 -23.356544988606, -47.627448278767304 -23.3559729245554, -47.6264809841102 -23.355419436469397, -47.6255013548798 -23.354884766897598, -47.62450982050179 -23.354369150139895, -47.623506815603996 -23.3538728121444, -47.6224927798252 -23.353395970408798, -47.6214681576237 -23.352938833885, -47.620433398082504 -23.3525016028882, -47.619388954712996 -23.352084469009, -47.6183352852568 -23.351687615030198, -47.617272851485595 -23.351311214846397, -47.616202118999304 -23.3509554333883, -47.61512355702239 -23.350620426550698, -47.6140376381993 -23.3503063411244, -47.612944838404296 -23.3500133146758, -47.6118456364654 -23.3497414757088, -47.610740514058804 -23.34949094328, -47.609629955428495 -23.349261827163097, -47.608514447192896 -23.3490542277472, -47.6073944781317 -23.3488682359935, -47.606270538972595 -23.3487039333951, -47.6051431221771 -23.3485613919418, -47.6040127217253 -23.348440674088202, -47.602879832899994 -23.348341832727098, -47.601744952070895 -23.3482649111657, -47.6006085764772 -23.3482099431069, -47.599471204011095 -23.348176952635097, -47.59833333299999 -23.348165954204898)))",2014-11-13,P,SBP404,SBP 404 ARAMAR,-23.39833,-47.59833,FT,FT,3000,0
P31mar16.20,"MULTIPOLYGON (((-46.61716666699999 -23.5652402006236, -46.6169482122514 -23.5652507538556, -46.6167321508348 -23.565282297933397, -46.6165208498653 -23.5653344872681, -46.616316624309896 -23.565406750086098, -46.6161217116291 -23.565498294692595, -46.6159382472659 -23.565608118144098, -46.6157682412517 -23.5657350172349, -46.6156135561863 -23.565877601678398, -46.615475886831796 -23.566034309336796, -46.6153567415575 -23.5662034233415, -46.615257425748204 -23.566383090866598, -46.6151790276588 -23.566571343504798, -46.6151224062013 -23.566766118716497, -46.6150881819248 -23.566965282557803, -46.6150767298619 -23.5671666529521, -46.6150881755877 -23.567368023648196, -46.61512239380399 -23.5675671883816, -46.615179009743294 -23.567761965036798, -46.6152574030973 -23.5679502196067, -46.6153567151612 -23.5681298894674, -46.6154758578438 -23.568299006109402, -46.6156135258735 -23.5684557165916, -46.615768210938796 -23.568598303922, -46.6159382182778 -23.5687252058367, -46.6161216852328 -23.5688350319255, -46.616316601658994 -23.5689265788676, -46.6165208319497 -23.568998843617297, -46.6167321384376 -23.569051034395496, -46.6169482059143 -23.569082579365396, -46.61716666699999 -23.569093132899198, -46.617385128085694 -23.569082579365396, -46.6176011955624 -23.569051034395496, -46.6178125020503 -23.568998843617297, -46.618016732341 -23.5689265788676, -46.6182116487672 -23.5688350319255, -46.6183951157222 -23.5687252058367, -46.618565123061195 -23.568598303922, -46.6187198081265 -23.5684557165916, -46.6188574761562 -23.568299006109402, -46.6189766188388 -23.5681298894674, -46.619075930902696 -23.5679502196067, -46.61915432425669 -23.567761965036798, -46.619210940196 -23.5675671883816, -46.619245158412305 -23.567368023648196, -46.6192566041381 -23.5671666529521, -46.6192451520752 -23.566965282557803, -46.61921092779869 -23.566766118716497, -46.619154306341194 -23.566571343504798, -46.6190759082518 -23.566383090866598, -46.6189765924425 -23.5662034233415, -46.618857447168196 -23.566034309336796, -46.6187197778137 -23.565877601678398, -46.6185650927483 -23.5657350172349, -46.618395086734104 -23.565608118144098, -46.61821162237089 -23.565498294692595, -46.618016709690096 -23.565406750086098, -46.617812484134696 -23.5653344872681, -46.6176011831652 -23.565282297933397, -46.6173851217486 -23.5652507538556, -46.61716666699999 -23.5652402006236)))",2011-01-01,P,SBP408,SBP 408 USINA CONGÁS,-23.56717,-46.61717,FT,FT,1000,0
P31mar16.21,"MULTIPOLYGON (((-45.847166667 -23.187166667, -45.813833333000005 -23.172166667000003, -45.797166667 -23.203833333, -45.832166666999996 -23.218833333, -45.847166667 -23.187166667)))",2011-01-01,P,SBP409,SBP 409 REFINARIA SÃO JOSÉ DOS CAMPOS,-23.19558,-45.82248,FT,FT,1000,0
P31mar16.28,"MULTIPOLYGON (((-46.73383333299999 -23.5609854070354, -46.733321410107095 -23.561010137612097, -46.7328150953788 -23.561084058416096, -46.7323199355601 -23.5612063596358, -46.7318413552295 -23.561375701443698, -46.7313845973878 -23.561590228669097, -46.730954666032595 -23.5618475911171, -46.7305562713491 -23.562144969307997, -46.730193778113595 -23.5624791053578, -46.729871157877895 -23.5628463386616, -46.7295919454873 -23.563242646004998, -46.729359200194395 -23.5636636855507, -46.7291754724218 -23.564104844555498, -46.729042775538204 -23.564561289751897, -46.728962563889695 -23.5650280203588, -46.728935716836595 -23.5654999228581, -46.72896252909079 -23.565971827014497, -46.7290427074613 -23.566438562520297, -46.7291753740422 -23.566895015643297, -46.72935907581169 -23.567336185255797, -46.7295918005376 -23.567757237627, -46.7298709986963 -23.5681535594529, -46.7301936116571 -23.5685208082634, -46.7305561048926 -23.5688549601663, -46.730954506851 -23.5691523538638, -46.7313844524381 -23.569409730794302, -46.7318412308468 -23.569624270845196, -46.7323198371804 -23.5697936232608, -46.7328150273018 -23.5699159324072, -46.7333213753082 -23.56998985811, -46.73383333299999 -23.5700145903438, -46.7343452906918 -23.56998985811, -46.7348516386982 -23.5699159324072, -46.735346828819594 -23.5697936232608, -46.7358254351532 -23.569624270845196, -46.73628221356189 -23.569409730794302, -46.73671215914899 -23.5691523538638, -46.7371105611074 -23.5688549601663, -46.7374730543429 -23.5685208082634, -46.73779566730369 -23.5681535594529, -46.738074865462394 -23.567757237627, -46.7383075901883 -23.567336185255797, -46.73849129195779 -23.566895015643297, -46.738623958538696 -23.566438562520297, -46.7387041369092 -23.565971827014497, -46.7387309491634 -23.5654999228581, -46.738704102110304 -23.5650280203588, -46.7386238904618 -23.564561289751897, -46.73849119357819 -23.564104844555498, -46.7383074658056 -23.5636636855507, -46.7380747205127 -23.563242646004998, -46.7377955081221 -23.5628463386616, -46.7374728878864 -23.5624791053578, -46.7371103946509 -23.562144969307997, -46.7367119999674 -23.5618475911171, -46.7362820686122 -23.561590228669097, -46.7358253107705 -23.561375701443698, -46.7353467304399 -23.5612063596358, -46.734851570621196 -23.561084058416096, -46.7343452558929 -23.561010137612097, -46.73383333299999 -23.5609854070354)))",2011-01-01,P,SBP436,SBP 436 CIDADE UNIVERSITÁRIA,-23.5655,-46.73383,FT,FT,3500,0
P31mar16.22,"MULTIPOLYGON (((-45.13383333299999 -22.6904370617812, -45.132868060566196 -22.690458875855498, -45.1319050767367 -22.6905242663582, -45.13094666469619 -22.6906330782511, -45.1299950968029 -22.6907850535452, -45.1290526292071 -22.6909798319115, -45.128121496507994 -22.6912169515348, -45.1272039064617 -22.6914958502067, -45.1263020347514 -22.691815866657596, -45.12541801983459 -22.6921762421227, -45.1245539578773 -22.6925761221388, -45.123711897787295 -22.6930145585687, -45.122893836360696 -22.6934905118459, -45.1221017135494 -22.694002853438096, -45.1213374078639 -22.694550368519597, -45.1206027319207 -22.6951317588491, -45.1198994281449 -22.6957456458458, -45.1192291646391 -22.696390573854398, -45.1185935312272 -22.6970650135944, -45.117994035683296 -22.697767365783598, -45.117432100154 -22.698495964926696, -45.1169090577837 -22.6992490832628, -45.1164261495494 -22.7000249348589, -45.1159845213229 -22.7008216798469, -45.1155852211193 -22.7016374287699, -45.1152291966157 -22.7024702470695, -45.11491729297 -22.703318159694398, -45.114650250692094 -22.7041791557389, -45.114428703952896 -22.7050511932378, -45.114253179056895 -22.705932204001403, -45.11412409318609 -22.706820098519202, -45.1140417534018 -22.7077127709143, -45.114006355908394 -22.7086081039378, -45.114017985579395 -22.709503973989396, -45.1140766157474 -22.710398256154498, -45.1141821082583 -22.7112888292442, -45.114334213791 -22.7121735808268, -45.1145325724398 -22.7130504122396, -45.114776714559895 -22.713917243567302, -45.1150660618734 -22.7147720185775, -45.1153999288891 -22.7156127095788, -45.1157775242429 -22.716437322335096, -45.1161979531679 -22.717243900573397, -45.116660218835996 -22.7180305309343, -45.11716322543359 -22.7187953472034, -45.1177057802608 -22.719536534970096, -45.118286596776095 -22.72025233583, -45.1189042976011 -22.720941051580798, -45.1195574177852 -22.7216010482534, -45.120244408277905 -22.7222307599919, -45.1209636396032 -22.7228286927711, -45.121713405724 -22.7233934279448, -45.1224919280897 -22.723923625614002, -45.1232973598566 -22.7244180278094, -45.124127790271 -22.724875461478295, -45.124981249204495 -22.7252948412713, -45.1258557118316 -22.7256751721199, -45.126749103436495 -22.726015551599602, -45.1276593043403 -22.7263151720739, -45.1285841549348 -22.7265733226124, -45.12952146081099 -22.7267893906798, -45.1304689979722 -22.7269628635907, -45.13142451811569 -22.727093329727598, -45.1323857539748 -22.7271804795188, -45.1333504247036 -22.727224106173498, -45.1343162412964 -22.727224106173498, -45.135280912025195 -22.7271804795188, -45.136242147884296 -22.727093329727598, -45.137197668027795 -22.7269628635907, -45.13814520518899 -22.7267893906798, -45.1390825110652 -22.7265733226124, -45.1400073616597 -22.7263151720739, -45.140917562563494 -22.726015551599602, -45.1418109541684 -22.7256751721199, -45.1426854167955 -22.7252948412713, -45.143538875729 -22.724875461478295, -45.144369306143396 -22.7244180278094, -45.145174737910295 -22.723923625614002, -45.145953260275995 -22.7233934279448, -45.1467030263968 -22.7228286927711, -45.1474222577221 -22.7222307599919, -45.148109248214794 -22.7216010482534, -45.1487623683989 -22.720941051580798, -45.149380069223895 -22.72025233583, -45.1499608857392 -22.719536534970096, -45.1505034405664 -22.7187953472034, -45.151006447163994 -22.7180305309343, -45.151468712832106 -22.717243900573397, -45.151889141757096 -22.716437322335096, -45.1522667371109 -22.7156127095788, -45.152600604126604 -22.7147720185775, -45.152889951440095 -22.713917243567302, -45.1531340935602 -22.7130504122396, -45.15333245220899 -22.7121735808268, -45.1534845577417 -22.7112888292442, -45.153590050252596 -22.710398256154498, -45.153648680420595 -22.709503973989396, -45.153660310091595 -22.7086081039378, -45.1536249125982 -22.7077127709143, -45.1535425728139 -22.706820098519202, -45.1534134869431 -22.705932204001403, -45.15323796204709 -22.7050511932378, -45.153016415307896 -22.7041791557389, -45.152749373030005 -22.703318159694398, -45.152437469384296 -22.7024702470695, -45.1520814448807 -22.7016374287699, -45.151682144677096 -22.7008216798469, -45.1512405164506 -22.7000249348589, -45.1507576082163 -22.6992490832628, -45.15023456584599 -22.698495964926696, -45.149672630316694 -22.697767365783598, -45.149073134772806 -22.6970650135944, -45.1484375013609 -22.696390573854398, -45.14776723785509 -22.6957456458458, -45.14706393407929 -22.6951317588491, -45.1463292581361 -22.694550368519597, -45.1455649524506 -22.694002853438096, -45.144772829639294 -22.6934905118459, -45.1439547682127 -22.6930145585687, -45.14311270812269 -22.6925761221388, -45.14224864616539 -22.6921762421227, -45.14136463124859 -22.691815866657596, -45.1404627595383 -22.6914958502067, -45.139545169491996 -22.6912169515348, -45.1386140367929 -22.6909798319115, -45.137671569197096 -22.6907850535452, -45.1367200013038 -22.6906330782511, -45.135761589263296 -22.6905242663582, -45.134798605433794 -22.690458875855498, -45.13383333299999 -22.6904370617812)))",2012-11-15,P,SBP414,SBP 414 LORENA,-22.70883,-45.13383,FT,FT,2000,0
